pdb,stacking,base_triple_type
ens-1861,stacked,non-triple
ens-1862,unstacked,non-triple
ens-1863,stacked,non-triple
ens-1864,unstacked,non-triple
ens-1865,unstacked,non-triple
ens-1866,unstacked,non-triple
ens-1867,unstacked,non-triple
ens-1868,unstacked,non-triple
ens-1869,unstacked,non-triple
ens-1870,stacked,non-triple
ens-1871,stacked,non-triple
ens-1872,stacked,non-triple
ens-1873,stacked,non-triple
ens-1874,unstacked,non-triple
ens-1875,unstacked,non-triple
ens-1876,unstacked,non-triple
ens-1877,unstacked,non-triple
ens-1878,unstacked,non-triple
ens-1879,stacked,triple
ens-1880,stacked,non-triple
ens-1881,unstacked,non-triple
ens-1882,unstacked,non-triple
ens-1883,stacked,non-triple
ens-1884,stacked,non-triple
ens-1885,unstacked,non-triple
ens-1886,stacked,non-triple
ens-1887,stacked,non-triple
ens-1888,stacked,non-triple
ens-1889,stacked,non-triple
ens-1890,unstacked,non-triple
ens-1891,unstacked,non-triple
ens-1892,unstacked,non-triple
ens-1893,unstacked,non-triple
ens-1894,unstacked,non-triple
ens-1895,unstacked,non-triple
ens-1896,unstacked,non-triple
ens-1897,stacked,non-triple
ens-1898,stacked,non-triple
ens-1899,unstacked,non-triple
ens-1900,unstacked,non-triple
ens-1901,unstacked,non-triple
ens-1902,stacked,non-triple
ens-1903,unstacked,non-triple
ens-1904,stacked,non-triple
ens-1905,unstacked,non-triple
ens-1906,stacked,triple
ens-1907,stacked,non-triple
ens-1908,stacked,non-triple
ens-1909,unstacked,non-triple
ens-1910,unstacked,non-triple
ens-1911,stacked,non-triple
ens-1912,stacked,non-triple
ens-1913,unstacked,non-triple
ens-1914,unstacked,non-triple
ens-1915,stacked,non-triple
ens-1916,unstacked,non-triple
ens-1917,unstacked,non-triple
ens-1918,unstacked,non-triple
ens-1919,unstacked,non-triple
ens-1920,unstacked,non-triple
ens-1921,unstacked,non-triple
ens-1922,unstacked,non-triple
ens-1923,unstacked,non-triple
ens-1924,unstacked,non-triple
ens-1925,stacked,non-triple
ens-1926,stacked,non-triple
ens-1927,stacked,non-triple
ens-1928,unstacked,non-triple
ens-1929,unstacked,non-triple
ens-1930,stacked,non-triple
ens-1931,unstacked,non-triple
ens-1932,unstacked,non-triple
ens-1933,stacked,non-triple
ens-1934,unstacked,non-triple
ens-1935,unstacked,non-triple
ens-1936,unstacked,non-triple
ens-1937,stacked,non-triple
ens-1938,stacked,non-triple
ens-1939,stacked,non-triple
ens-1940,unstacked,non-triple
ens-1941,unstacked,non-triple
ens-1942,stacked,non-triple
ens-1943,unstacked,non-triple
ens-1944,stacked,non-triple
ens-1945,unstacked,non-triple
ens-1946,unstacked,non-triple
ens-1947,unstacked,non-triple
ens-1948,stacked,non-triple
ens-1949,stacked,non-triple
ens-1950,stacked,non-triple
ens-1951,stacked,non-triple
ens-1952,unstacked,non-triple
ens-1953,unstacked,non-triple
ens-1954,unstacked,non-triple
ens-1955,stacked,non-triple
ens-1956,unstacked,non-triple
ens-1957,unstacked,non-triple
ens-1958,stacked,non-triple
ens-1959,unstacked,non-triple
ens-1960,stacked,non-triple
ens-1961,stacked,non-triple
ens-1962,unstacked,non-triple
ens-1963,stacked,non-triple
ens-1964,unstacked,non-triple
ens-1965,unstacked,non-triple
ens-1966,unstacked,non-triple
ens-1967,stacked,triple
ens-1968,stacked,non-triple
ens-1969,stacked,non-triple
ens-1970,stacked,non-triple
ens-1971,stacked,non-triple
ens-1972,unstacked,non-triple
ens-1973,stacked,non-triple
ens-1974,unstacked,non-triple
ens-1975,unstacked,non-triple
ens-1976,unstacked,non-triple
ens-1977,stacked,non-triple
ens-1978,unstacked,non-triple
ens-1979,unstacked,non-triple
ens-1980,unstacked,non-triple
ens-1981,unstacked,non-triple
ens-1982,stacked,non-triple
ens-1983,stacked,non-triple
ens-1984,unstacked,non-triple
ens-1985,unstacked,non-triple
ens-1986,unstacked,non-triple
ens-1987,unstacked,non-triple
ens-1988,stacked,non-triple
ens-1989,stacked,non-triple
ens-1990,unstacked,non-triple
ens-1991,stacked,non-triple
ens-1992,unstacked,non-triple
ens-1993,stacked,non-triple
ens-1994,unstacked,non-triple
ens-1995,unstacked,non-triple
ens-1996,unstacked,non-triple
ens-1997,stacked,non-triple
ens-1998,unstacked,non-triple
ens-1999,stacked,non-triple
ens-2000,unstacked,non-triple
